"wbcode2","year","dem","y","tradewb"
2,1960,0,NA,NA
2,1961,0,NA,11.4782371520996
2,1962,0,NA,12.9752178192139
2,1963,0,NA,18.5211944580078
2,1964,0,NA,25.7528038024902
2,1965,0,NA,29.313835144043
2,1966,0,NA,29.9842338562012
2,1967,0,NA,25.3443374633789
2,1968,0,NA,23.109504699707
2,1969,0,NA,25.3049926757812
2,1970,0,NA,24.7682304382324
2,1971,0,NA,22.8664512634277
2,1972,0,NA,30.9040260314941
2,1973,0,NA,31.0545692443848
2,1974,0,NA,28.7642097473145
2,1975,0,NA,27.5214176177979
2,1976,0,NA,27.4896926879883
2,1977,0,NA,26.532470703125
2,1978,0,NA,25.664924621582
2,1979,0,NA,NA
2,1980,0,NA,NA
2,1981,0,NA,NA
2,1982,0,NA,NA
2,1983,0,NA,NA
2,1984,0,NA,NA
2,1985,0,NA,NA
2,1986,0,NA,NA
2,1987,0,NA,NA
2,1988,0,NA,NA
2,1989,0,NA,NA
2,1990,0,NA,NA
2,1991,0,NA,NA
2,1992,0,NA,NA
2,1993,0,NA,NA
2,1994,0,NA,NA
2,1995,0,NA,NA
2,1996,0,NA,NA
2,1997,0,NA,NA
2,1998,0,NA,NA
2,1999,0,NA,NA
2,2000,0,NA,NA
2,2001,0,NA,NA
2,2002,0,NA,NA
2,2003,0,NA,108.844573974609
2,2004,0,NA,128.340667724609
2,2005,0,NA,114.53458404541
2,2006,0,NA,103.937438964844
2,2007,0,NA,91.9087753295898
2,2008,0,NA,76.3430252075195
2,2009,0,NA,69.7801361083984
2,2010,0,NA,52.2230796813965
3,1960,NA,NA,NA
3,1961,NA,NA,NA
3,1962,NA,NA,NA
3,1963,NA,NA,NA
3,1964,NA,NA,NA
3,1965,NA,NA,NA
3,1966,NA,NA,NA
3,1967,NA,NA,NA
3,1968,NA,NA,NA
3,1969,NA,NA,NA
3,1970,NA,NA,NA
3,1971,NA,NA,NA
3,1972,NA,NA,NA
3,1973,NA,NA,NA
3,1974,NA,NA,NA
3,1975,0,NA,NA
3,1976,0,NA,NA
3,1977,0,NA,NA
3,1978,0,NA,NA
3,1979,0,NA,NA
3,1980,0,NA,NA
3,1981,0,NA,NA
3,1982,0,NA,NA
3,1983,0,NA,NA
3,1984,0,NA,NA
3,1985,0,667.995239257812,NA
3,1986,0,667.96142578125,63.8820686340332
3,1987,0,673.0205078125,64.72314453125
3,1988,0,676.022399902344,62.3107986450195
3,1989,0,673.873779296875,56.0080871582031
3,1990,0,670.802001953125,58.1043319702148
3,1991,0,666.559814453125,51.1917343139648
3,1992,0,656.183227539062,95.8445053100586
3,1993,0,624.517028808594,124.631439208984
3,1994,0,624.744995117188,140.514083862305
3,1995,0,631.601684570312,NA
3,1996,0,639.386474609375,NA
3,1997,0,644.299987792969,137.879745483398
3,1998,0,648.214172363281,125.904945373535
3,1999,0,648.600891113281,159.440856933594
3,2000,0,648.544677734375,182.323486328125
3,2001,0,648.375610351562,138.214218139648
3,2002,0,658.476806640625,149.900177001953
3,2003,0,658.237487792969,131.768737792969
3,2004,0,665.41162109375,132.749710083008
3,2005,0,680.876647949219,139.728424072266
3,2006,0,694.791564941406,133.476531982422
3,2007,0,712.26611328125,115.371841430664
3,2008,0,722.310424804688,121.614158630371
3,2009,0,720.140014648438,106.281890869141
3,2010,0,723.056579589844,117.809967041016
4,1960,0,NA,NA
4,1961,0,NA,NA
4,1962,0,NA,NA
4,1963,0,NA,NA
4,1964,0,NA,NA
4,1965,0,NA,NA
4,1966,0,NA,NA
4,1967,0,NA,NA
4,1968,0,NA,NA
4,1969,0,NA,NA
4,1970,0,NA,NA
4,1971,0,NA,NA
4,1972,0,NA,NA
4,1973,0,NA,NA
4,1974,0,NA,NA
4,1975,0,NA,NA
4,1976,0,NA,NA
4,1977,0,NA,NA
4,1978,0,NA,NA
4,1979,0,NA,NA
4,1980,0,696.6669921875,NA
4,1981,0,700.26220703125,45.6921310424805
4,1982,0,701.257629394531,40.8899612426758
4,1983,0,700.427917480469,42.0741424560547
4,1984,0,697.095092773438,38.2220993041992
4,1985,0,696.589782714844,35.6128921508789
4,1986,0,699.536376953125,33.5073661804199
4,1987,0,696.058288574219,30.9338073730469
4,1988,0,692.129211425781,31.9448013305664
4,1989,0,699.620056152344,37.1581687927246
4,1990,0,688.526977539062,35.5878219604492
4,1991,0,653.377746582031,30.4209156036377
4,1992,1,646.658874511719,39.0822448730469
4,1993,1,657.1220703125,103.934768676758
4,1994,1,666.515258789062,73.6442337036133
4,1995,1,680.21533203125,51.4256973266602
4,1996,0,689.83642578125,46.8285636901855
4,1997,1,679.745056152344,45.7026901245117
4,1998,1,692.117919921875,47.5004272460938
4,1999,1,701.945007324219,51.6605606079102
4,2000,1,709.019165039062,51.1643981933594
4,2001,1,715.605407714844,58.0096206665039
4,2002,1,718.06201171875,59.1296730041504
4,2003,1,723.059265136719,67.3359985351562
4,2004,1,728.208923339844,67.4163589477539
4,2005,1,733.022399902344,65.5795745849609
4,2006,1,737.431213378906,71.4166488647461
4,2007,1,742.750915527344,77.9283065795898
4,2008,1,749.799377441406,84.4760437011719
4,2009,1,752.690734863281,84.5308227539062
4,2010,1,755.747131347656,85.9375457763672
6,1960,0,856.634033203125,NA
6,1961,0,860.305969238281,13.5989933013916
6,1962,0,857.858581542969,10.68678855896
6,1963,0,850.839782714844,17.2741374969482
6,1964,0,858.960083007812,13.4541673660278
6,1965,0,867.515563964844,11.7895889282227
6,1966,0,865.404907226562,10.8035001754761
6,1967,0,867.129638671875,12.4852848052979
6,1968,0,870.419128417969,11.481517791748
6,1969,0,878.191833496094,11.8024244308472
6,1970,0,879.652587890625,12.000280380249
6,1971,0,883.532043457031,10.7431106567383
6,1972,0,883.455688476562,13.805721282959
6,1973,1,884.508117675781,14.4505443572998
6,1974,1,888.1962890625,12.6120719909668
6,1975,1,886.5263671875,12.1130609512329
6,1976,0,882.912536621094,15.1540603637695
6,1977,0,888.09423828125,15.5373888015747
6,1978,0,881.993286132812,15.9347839355469
6,1979,0,890.240478515625,12.2263221740723
6,1980,0,892.806823730469,11.3917417526245
6,1981,0,885.430236816406,13.404748916626
6,1982,0,878.818908691406,16.4624214172363
6,1983,1,881.091613769531,15.672513961792
6,1984,1,881.756774902344,13.4260444641113
6,1985,1,872.358215332031,16.4925842285156
6,1986,1,878.445739746094,14.4353046417236
6,1987,1,879.835998535156,14.1972608566284
6,1988,1,875.787658691406,17.1073780059814
6,1989,1,866.562255859375,19.2702541351318
6,1990,1,862.729553222656,16.9389247894287
6,1991,1,873.286071777344,12.3063659667969
6,1992,1,883.226013183594,12.6761989593506
6,1993,1,887.65576171875,15.0421447753906
6,1994,1,892.04638671875,16.8437099456787
6,1995,1,887.904663085938,20.2848091125488
6,1996,1,892.052368164062,20.5195465087891
6,1997,1,898.646057128906,21.638614654541
6,1998,1,901.255676269531,23.190860748291
6,1999,1,896.693237304688,22.7615852355957
6,2000,1,894.84033203125,22.5418968200684
6,2001,1,889.330688476562,23.2152366638184
6,2002,1,876.848022460938,38.6559448242188
6,2003,1,884.407043457031,39.3010063171387
6,2004,1,892.162414550781,40.4206771850586
6,2005,1,900.060363769531,43.438232421875
6,2006,1,907.305053710938,43.9481811523438
6,2007,1,914.72607421875,43.8587760925293
6,2008,1,920.390319824219,44.8125419616699
6,2009,1,920.364074707031,42.0016441345215
6,2010,1,928.260681152344,37.7088394165039
7,1960,0,NA,NA
7,1961,0,NA,NA
7,1962,0,NA,NA
7,1963,0,NA,NA
7,1964,0,NA,NA
7,1965,0,NA,NA
7,1966,0,NA,NA
7,1967,0,NA,NA
7,1968,0,NA,NA
7,1969,0,NA,NA
7,1970,0,NA,NA
7,1971,0,NA,NA
7,1972,0,NA,NA
7,1973,0,NA,NA
7,1974,0,NA,NA
7,1975,0,NA,NA
7,1976,0,NA,NA
7,1977,0,NA,NA
7,1978,0,NA,NA
7,1979,0,NA,NA
7,1980,0,NA,NA
7,1981,0,NA,NA
7,1982,0,NA,NA
7,1983,0,NA,NA
7,1984,0,NA,NA
7,1985,0,NA,NA
7,1986,0,NA,NA
7,1987,0,NA,NA
7,1988,0,NA,NA
7,1989,0,NA,NA
7,1990,0,667.881896972656,NA
7,1991,1,656.364074707031,87.078125
7,1992,1,604.019897460938,99.9412231445312
7,1993,1,597.141723632812,108.474975585938
7,1994,1,604.798095703125,100.082214355469
7,1995,1,613.539001464844,97.0287170410156
7,1996,0,620.833435058594,85.4269332885742
7,1997,0,625.284912109375,76.2628326416016
7,1998,1,633.155090332031,77.2774963378906
7,1999,1,636.997863769531,73.5976943969727
7,2000,1,643.201477050781,73.1774368286133
7,2001,1,652.663635253906,76.0116806030273
7,2002,1,665.205017089844,75.5053558349609
7,2003,1,678.3603515625,78.7395172119141
7,2004,1,688.24853515625,79.7698287963867
7,2005,1,701.124450683594,74.1116027832031
7,2006,1,713.394470214844,66.5886917114258
7,2007,1,726.135864257812,58.4358520507812
7,2008,1,732.648803710938,54.1979179382324
7,2009,1,717.200744628906,56.1302261352539
7,2010,1,719.048095703125,63.8344955444336
9,1960,NA,NA,NA
9,1961,NA,NA,NA
9,1962,NA,NA,NA
9,1963,NA,NA,NA
9,1964,NA,NA,NA
9,1965,NA,NA,NA
9,1966,NA,NA,NA
9,1967,NA,NA,NA
9,1968,NA,NA,NA
9,1969,NA,NA,NA
9,1970,NA,NA,NA
9,1971,NA,NA,NA
9,1972,NA,NA,NA
9,1973,NA,NA,NA
9,1974,NA,NA,NA
9,1975,NA,NA,NA
9,1976,NA,NA,NA
9,1977,NA,824.694641113281,NA
9,1978,NA,828.464050292969,114.229049682617
9,1979,NA,835.561828613281,139.834381103516
9,1980,NA,844.229431152344,142.757369995117
9,1981,1,849.074279785156,159.898971557617
9,1982,1,850.449157714844,163.397979736328
9,1983,1,856.501647949219,168.485000610352
9,1984,1,867.430908203125,151.21728515625
9,1985,1,876.761169433594,160.1455078125
9,1986,1,890.38623046875,176.850219726562
9,1987,1,899.932983398438,185.358856201172
9,1988,1,906.5458984375,182.152465820312
9,1989,1,912.92236328125,171.290954589844
9,1990,1,915.419555664062,179.715026855469
9,1991,1,916.552001953125,177.052551269531
9,1992,1,915.740417480469,186.778182983398
9,1993,1,918.764526367188,189.519287109375
9,1994,1,922.391784667969,149.519500732422
9,1995,1,915.547180175781,142.566955566406
9,1996,1,919.469482421875,171.266372680664
9,1997,1,921.617248535156,175.011169433594
9,1998,1,923.38037109375,157.625335693359
9,1999,1,925.028686523438,151.551361083984
9,2000,1,924.323181152344,144.100830078125
9,2001,1,924.586120605469,124.11841583252
9,2002,1,925.397033691406,119.257400512695
9,2003,1,928.85302734375,117.300537109375
9,2004,1,934.286804199219,122.896789550781
9,2005,1,937.096496582031,119.863204956055
9,2006,1,948.336120605469,116.42854309082
9,2007,1,957.310302734375,117.182235717773
9,2008,1,956.940673828125,118.733444213867
9,2009,1,943.945861816406,116.434799194336
9,2010,1,938.3828125,104.692291259766
10,1960,1,914.775085449219,NA
10,1961,1,915.261962890625,26.4589157104492
10,1962,1,914.178771972656,28.9783058166504
10,1963,1,918.332397460938,25.6508102416992
10,1964,1,923.115173339844,28.7794609069824
10,1965,1,926.9814453125,26.9866199493408
10,1966,1,927.041320800781,28.2066307067871
10,1967,1,931.861511230469,28.0282173156738
10,1968,1,935.1123046875,26.1995105743408
10,1969,1,939.829162597656,26.4442710876465
10,1970,1,944.772827148438,26.3097038269043
10,1971,1,945.333129882812,25.8758697509766
10,1972,1,947.350891113281,25.7603855133057
10,1973,1,948.412109375,26.1844253540039
10,1974,1,949.8662109375,24.225513458252
10,1975,1,949.872192382812,27.5457439422607
10,1976,1,951.468872070312,28.293212890625
10,1977,1,953.766418457031,27.4326629638672
10,1978,1,953.507873535156,28.3137245178223
10,1979,1,956.458374023438,28.9354934692383
10,1980,1,958.238037109375,31.8273048400879
10,1981,1,960.002258300781,30.8356399536133
10,1982,1,961.511535644531,30.2857360839844
10,1983,1,957.91357421875,30.441089630127
10,1984,1,961.277282714844,29.2090473175049
10,1985,1,964.913269042969,30.2407264709473
10,1986,1,967.725280761719,32.3201904296875
10,1987,1,968.725708007812,33.6261711120605
10,1988,1,972.795654296875,33.0944213867188
10,1989,1,974.967407226562,31.7742118835449
10,1990,1,976.999633789062,32.1186828613281
10,1991,1,975.485595703125,33.120777130127
10,1992,1,974.725219726562,32.8717193603516
10,1993,1,977.751647949219,33.9817733764648
10,1994,1,980.582641601562,35.8386688232422
10,1995,1,983.238891601562,36.3142318725586
10,1996,1,986.021545410156,38.673526763916
10,1997,1,988.79833984375,38.4123115539551
10,1998,1,992.239562988281,38.3724594116211
10,1999,1,996.128295898438,38.6704177856445
10,2000,1,998.811218261719,39.9669342041016
10,2001,1,999.513366699219,43.4469528198242
10,2002,1,1002.12231445312,42.5114135742188
10,2003,1,1004.10815429688,39.4976348876953
10,2004,1,1007.02056884766,38.0378456115723
10,2005,1,1008.61700439453,37.7396507263184
10,2006,1,1010.17663574219,40.3401222229004
10,2007,1,1011.88507080078,41.1822357177734
10,2008,1,1013.64410400391,41.0050888061523
10,2009,1,1012.99603271484,44.5996780395508
10,2010,1,1013.65802001953,41.7323799133301
11,1960,1,891.384399414062,NA
11,1961,1,896.226013183594,46.2672653198242
11,1962,1,898.227294921875,45.3182792663574
11,1963,1,901.639831542969,45.6285285949707
11,1964,1,906.91748046875,46.2572784423828
11,1965,1,909.688781738281,47.3564758300781
11,1966,1,914.476684570312,48.1777038574219
11,1967,1,916.692993164062,48.9211158752441
11,1968,1,920.548889160156,48.913459777832
11,1969,1,926.290405273438,51.5527114868164
11,1970,1,932.539184570312,54.3323020935059
11,1971,1,937.081359863281,56.3938789367676
11,1972,1,942.523010253906,56.157829284668
11,1973,1,946.743591308594,56.1669464111328
11,1974,1,950.439758300781,58.6245193481445
11,1975,1,950.340637207031,60.5703277587891
11,1976,1,954.994079589844,59.2452659606934
11,1977,1,959.842956542969,61.1563148498535
11,1978,1,959.777648925781,63.5578994750977
11,1979,1,965.260620117188,63.5671997070312
11,1980,1,967.028442382812,66.3522033691406
11,1981,1,966.629150390625,70.4885101318359
11,1982,1,968.485717773438,69.4524993896484
11,1983,1,971.557312011719,65.0274810791016
11,1984,1,971.624267578125,66.9952239990234
11,1985,1,974.003967285156,71.1357650756836
11,1986,1,976.230590820312,69.4774627685547
11,1987,1,977.504760742188,65.6218032836914
11,1988,1,980.191711425781,66.7643585205078
11,1989,1,983.414428710938,70.890754699707
11,1990,1,986.738708496094,73.6931381225586
11,1991,1,989.024047851562,72.8192367553711
11,1992,1,989.793701171875,70.9850769042969
11,1993,1,989.342712402344,68.2149658203125
11,1994,1,991.146545410156,66.1810073852539
11,1995,1,993.751525878906,69.6984100341797
11,1996,1,996.05322265625,71.2750549316406
11,1997,1,998.222534179688,76.2895050048828
11,1998,1,1001.82849121094,80.6510696411133
11,1999,1,1005.11181640625,82.3654937744141
11,2000,1,1008.47332763672,87.0869445800781
11,2001,1,1008.94421386719,92.5406265258789
11,2002,1,1010.1318359375,94.5683975219727
11,2003,1,1010.5068359375,92.1658020019531
11,2004,1,1012.44305419922,96.2327041625977
11,2005,1,1014.13409423828,101.544967651367
11,2006,1,1017.24340820312,106.216491699219
11,2007,1,1020.49426269531,110.200576782227
11,2008,1,1021.44635009766,112.437591552734
11,2009,1,1017.22241210938,103.57536315918
11,2010,1,1019.21557617188,99.6652679443359
12,1960,0,NA,NA
12,1961,0,NA,NA
12,1962,0,NA,NA
12,1963,0,NA,NA
12,1964,0,NA,NA
12,1965,0,NA,NA
12,1966,0,NA,NA
12,1967,0,NA,NA
12,1968,0,NA,NA
12,1969,0,NA,NA
12,1970,0,NA,NA
12,1971,0,NA,NA
12,1972,0,NA,NA
12,1973,0,NA,NA
12,1974,0,NA,NA
12,1975,0,NA,NA
12,1976,0,NA,NA
12,1977,0,NA,NA
12,1978,0,NA,NA
12,1979,0,NA,NA
12,1980,0,NA,NA
12,1981,0,NA,NA
12,1982,0,NA,NA
12,1983,0,NA,NA
12,1984,0,NA,NA
12,1985,0,NA,NA
12,1986,0,NA,NA
12,1987,0,NA,NA
12,1988,0,NA,NA
12,1989,0,NA,NA
12,1990,0,713.149047851562,NA
12,1991,0,710.894226074219,84.8909606933594
12,1992,1,683.760864257812,127.405364990234
12,1993,0,655.975219726562,112.029220581055
12,1994,0,632.683471679688,100.7109375
12,1995,0,618.975463867188,58.5309143066406
12,1996,0,619.257202148438,71.0257263183594
12,1997,0,623.930603027344,84.5695343017578
12,1998,0,632.512451171875,75.7266845703125
12,1999,0,638.773864746094,82.5148391723633
12,2000,0,648.478393554688,80.9190063476562
12,2001,0,657.143676757812,79.3011322021484
12,2002,0,666.472534179688,80.0864562988281
12,2003,0,676.330871582031,92.059814453125
12,2004,0,685.168151855469,114.337997436523
12,2005,0,707.573974609375,135.652313232422
12,2006,0,736.114807128906,119.403244018555
12,2007,0,757.334533691406,106.890327453613
12,2008,0,765.490295410156,94.2911071777344
12,2009,0,772.306762695312,75.0502014160156
12,2010,0,775.999694824219,76.5924835205078
13,1960,NA,458.978607177734,NA
13,1961,NA,442.424926757812,26.3238925933838
13,1962,0,449.361694335938,27.7699279785156
13,1963,0,451.673706054688,23.912239074707
13,1964,0,455.978820800781,28.3796730041504
13,1965,0,458.035278320312,22.4285011291504
13,1966,0,460.615356445312,23.3104496002197
13,1967,0,471.566192626953,23.7927703857422
13,1968,0,469.336181640625,22.1814727783203
13,1969,0,466.162048339844,23.0255279541016
13,1970,0,484.1083984375,22.7833518981934
13,1971,0,485.788482666016,20.056770324707
13,1972,0,478.403533935547,25.9061241149902
13,1973,0,484.368743896484,26.0911426544189
13,1974,0,482.752624511719,23.0861282348633
13,1975,0,482.187164306641,23.8095817565918
13,1976,0,488.158233642578,32.7282562255859
13,1977,0,496.988494873047,34.2484855651855
13,1978,0,493.688446044922,28.9991111755371
13,1979,0,492.713012695312,34.389045715332
13,1980,0,490.855133056641,31.5315208435059
13,1981,0,499.297729492188,32.435417175293
13,1982,0,495.042602539062,32.2496719360352
13,1983,0,495.403045654297,35.9530258178711
13,1984,0,492.254302978516,36.251766204834
13,1985,0,500.134429931641,34.5789260864258
13,1986,0,500.135437011719,32.5101318359375
13,1987,0,502.382415771484,32.0605316162109
13,1988,0,504.340515136719,38.329402923584
13,1989,0,502.968597412109,35.6989288330078
13,1990,0,503.981719970703,30.8165588378906
13,1991,0,506.697784423828,37.6925239562988
